fusion_name	cosmic	artifact	COSMIC-like	high_counter_evidence	other
ABL1::BCR	FALSE	0	0.333333333333333	0	0.666666666666667
AC004980.7::SRRM3	FALSE	0	0.25	0	0.75
AC005534.8::LINC01006	FALSE	0	0.0535714285714286	0	0.946428571428571
AC005618.6::PCDHGB7	FALSE	0	0.0970149253731343	0	0.902985074626866
ACOT9::APOO	FALSE	0	0.625	0	0.375
ADD1::FAM193A	FALSE	0	0.181818181818182	0	0.818181818181818
AGO2::TRAPPC9	FALSE	0	0.0857142857142857	0	0.914285714285714
ALB::EXOSC9	FALSE	0	0.333333333333333	0	0.666666666666667
ASMTL::P2RY8	FALSE	0	0.2	0	0.8
ASXL1::TM9SF4	FALSE	0	0.375	0	0.625
ATP2C1::NEK11	FALSE	0	0.0062111801242236	0	0.993788819875776
AXIN1::LUC7L	FALSE	0	0.142857142857143	0	0.857142857142857
AXIN1::TMEM8A	FALSE	0	0.142857142857143	0	0.857142857142857
BAIAP2L1::ANKIB1	FALSE	0	0.5	0	0.5
BCAR1::CFDP1	FALSE	0	0.5	0	0.5
BCAS3::VMP1	FALSE	0	0.75	0	0.25
BCAS4::BCAS3	FALSE	0	0.333333333333333	0	0.666666666666667
BCR::ABL1	TRUE	0	0.166666666666667	0	0.833333333333333
BMPR1B::PDLIM5	FALSE	0	0.0333333333333333	0	0.966666666666667
BOLA2B::SMG1P2	FALSE	0	0.127080181543116	0	0.872919818456883
BPTF::LRRC37A2	FALSE	0	0.00222965440356745	0	0.997770345596433
BRAF::SND1	FALSE	0	0.25	0	0.75
BUB1B::EIF2AK4	FALSE	0	0.428571428571429	0	0.571428571428571
CA13::CA3	FALSE	0	0	0	1
CAPZB::TMCO4	FALSE	0	0.4	0	0.6
CCAT1::CASC8	FALSE	0	0.302325581395349	0	0.697674418604651
CCDC6::RET	TRUE	0	0.666666666666667	0	0.333333333333333
CD44::CAPRIN1	FALSE	0	0.5	0	0.5
CD55::C4BPA	FALSE	0	0.166666666666667	0.166666666666667	0.666666666666667
CD59::FBXO3	FALSE	0	0.125	0	0.875
CD74::ROS1	TRUE	0	1	0	0
CELA3A::CELA2A	FALSE	0.268292682926829	0	0.482926829268293	0.248780487804878
CELA3A::CPA1	FALSE	0	0	0.133663366336634	0.866336633663366
CELA3A::CPA2	FALSE	0.0211267605633803	0	0.0211267605633803	0.957746478873239
CELA3A::CTRC	FALSE	0.407766990291262	0	0.286407766990291	0.305825242718447
CELA3A::PNLIP	FALSE	0	0	0.00609756097560976	0.99390243902439
CELA3B::CELA2B	FALSE	0.105263157894737	0	0.171052631578947	0.723684210526316
CH17-264B6.3::CCDC146	FALSE	0	0.00897226753670473	0	0.991027732463295
CH17-431G21.1::AC131056.5	FALSE	0	0.738317757009346	0	0.261682242990654
CHST9::AQP4	FALSE	0	0.0121212121212121	0	0.987878787878788
CLPS::CELA3A	FALSE	0	0	0.0541871921182266	0.945812807881773
COMMD10::AP3S1	FALSE	0	0.411764705882353	0	0.588235294117647
CPA1::CLPS	FALSE	0.0491803278688525	0	0.0491803278688525	0.901639344262295
CPA1::CPA2	FALSE	0.18018018018018	0	0.0720720720720721	0.747747747747748
CREBBP::TRAP1	FALSE	0	0.269230769230769	0	0.730769230769231
CRYL1::GJB6	FALSE	0	0.666666666666667	0	0.333333333333333
CTC-344H19.4::IGFL2	FALSE	0	0	0	1
CTD-2008L17.1::RP11-456O19.2	FALSE	0	0.0046875	0	0.9953125
CTRB1::CELA3B	FALSE	0	0	0.78125	0.21875
CTRB1::CPA1	FALSE	0.0471204188481675	0	0.397905759162304	0.554973821989529
CTRB1::CTRC	FALSE	0.151515151515152	0	0.0606060606060606	0.787878787878788
CTRB2::CTRC	FALSE	0	0	0.025	0.975
CTSC::RAB38	FALSE	0	0.0105421686746988	0	0.989457831325301
CXADR::LINC01549	FALSE	0	0.5	0	0.5
CYP4B1::CYP4X1	FALSE	0	0.05	0	0.95
CYTH1::USP36	FALSE	0	0.0769230769230769	0	0.923076923076923
DENND1A::PSMB7	FALSE	0	0.102564102564103	0	0.897435897435897
DNAJB1::PRKACA	TRUE	0	0.833333333333333	0	0.166666666666667
DYRK1A::TTC3	FALSE	0	0.1	0	0.9
EEF1DP3::FRY	FALSE	0	0.00442757748260595	0	0.995572422517394
EGFR::SEPT14	FALSE	0	0.166666666666667	0	0.833333333333333
EHBP1::AC093159.1	FALSE	0	0	0	1
EHBP1::COMMD1	FALSE	0	0.384615384615385	0	0.615384615384615
EIF4E3::FOXP1	FALSE	0	0.00424628450106157	0	0.995753715498938
EML4::ALK	TRUE	0	0.285714285714286	0	0.714285714285714
EPB41L1::CNBD2	FALSE	0	0.142857142857143	0	0.857142857142857
ERC1::RET	TRUE	0	0	0	1
ERICH1-AS1::CTD-2281E23.2	FALSE	0	0.402298850574713	0	0.597701149425287
ETNK1::RP11-114G22.1	FALSE	0	0.0344827586206897	0	0.96551724137931
ETV6::NTRK3	TRUE	0	0.777777777777778	0	0.222222222222222
EXOC6B::SFXN5	FALSE	0	0.333333333333333	0	0.666666666666667
EZR::ROS1	TRUE	0	1	0	0
FAM182B::CTD-2514C3.1	FALSE	0	0	0	1
FBXL20::GSDMB	FALSE	0	0.333333333333333	0	0.666666666666667
FBXW4::MGEA5	FALSE	0	0.333333333333333	0	0.666666666666667
FGF10::RP11-53O19.1	FALSE	0	0.25	0	0.75
FGFR3::TACC3	TRUE	0	0.125	0	0.875
FLNB::SLMAP	FALSE	0	0.136363636363636	0	0.863636363636364
FRMD6-AS2::RP11-255G12.3	FALSE	0	0	0	1
GAS6-AS1::TMEM255B	FALSE	0	0.140350877192982	0	0.859649122807018
GIGYF2::EFHD1	FALSE	0	0.2	0	0.8
GP2::CTRB2	FALSE	0	0	0.065	0.935
GTPBP10::CDK14	FALSE	0	0.285714285714286	0	0.714285714285714
HERPUD2::AOAH	FALSE	0	0.142857142857143	0	0.857142857142857
HIC2::PI4KA	FALSE	0	0.0148087206910736	0	0.985191279308926
HTATSF1::BRS3	FALSE	0	0.805555555555556	0	0.194444444444444
IGSF5::PCP4	FALSE	0	0.0446927374301676	0	0.955307262569832
IL20RB::NCK1	FALSE	0	0	0	1
JUP::P3H4	FALSE	0	0.454545454545455	0.0909090909090909	0.454545454545455
KANSL1::ARL17A	FALSE	0	0	0	1
KANSL1::ARL17B	FALSE	0	0.0727848101265823	0	0.927215189873418
KIAA0319L::PSMB2	FALSE	0	0.0833333333333333	0	0.916666666666667
KMT2A::ELL	TRUE	0	0.5	0	0.5
KMT2A::MLLT10	TRUE	0	0.25	0	0.75
KMT2E::RP11-325F22.2	FALSE	0	0.166666666666667	0	0.833333333333333
KPNA1::PARP9	FALSE	0	0.333333333333333	0	0.666666666666667
KRT18P59::PKNOX2	FALSE	0	0.0175438596491228	0	0.982456140350877
LANCL2::RP11-745C15.2	FALSE	0	0.2	0	0.8
LDLR::SMARCA4	FALSE	0	0.117647058823529	0	0.882352941176471
LINC00511::SOX9-AS1	FALSE	0	0.142857142857143	0	0.857142857142857
LINC01169::SMAD6	FALSE	0	0.0649606299212598	0	0.93503937007874
LINC01212::MITF	FALSE	0	0.333333333333333	0	0.666666666666667
LINC01252::ETV6	FALSE	0	0	0	1
LRBA::SH3D19	FALSE	0	0.235294117647059	0	0.764705882352941
LRRC8D::ZNF326	FALSE	0	0.00917431192660551	0	0.990825688073395
LY96::RP1-16A9.1	FALSE	0	0.0163934426229508	0	0.983606557377049
LYN::TGS1	FALSE	0	0.705882352941177	0	0.294117647058824
MAEA::FAM9B	FALSE	0	1	0	0
MAP2K1::DIS3L	FALSE	0	0.153846153846154	0	0.846153846153846
MAPKAPK5::ACAD10	FALSE	0	0.877551020408163	0	0.122448979591837
MET::CAV1	FALSE	0	0.375	0	0.625
MKL1::ST13	FALSE	0	0.222222222222222	0	0.777777777777778
MROH1::CYC1	FALSE	0	0.25	0	0.75
NAIP::OCLN	FALSE	0	0.0180806675938804	0	0.98191933240612
NBAS::DDX1	FALSE	0	0.0769230769230769	0	0.923076923076923
NCKAP1::FRZB	FALSE	0	0.111111111111111	0	0.888888888888889
NCKAP5::LYPD1	FALSE	0	0.153846153846154	0	0.846153846153846
NCOA4::RET	TRUE	0	1	0	0
NDRG1::ERG	TRUE	0	0.6	0	0.4
NEMF::SOS2	FALSE	0	0.5	0	0.5
NFAT5::WWP2	FALSE	0	0.285714285714286	0	0.714285714285714
NIPBL::WDR70	FALSE	0	0.0666666666666667	0	0.933333333333333
NRIP1::AF127936.7	FALSE	0	0.000904977375565611	0	0.999095022624434
NUMB::HEATR4	FALSE	0	0	0	1
NUTM2A-AS1::MINPP1	FALSE	0	0.0580645161290323	0	0.941935483870968
PABPC1L::YWHAB	FALSE	0	0.333333333333333	0	0.666666666666667
PACSIN2::ARFGAP3	FALSE	0	0.00129533678756477	0	0.998704663212435
PARG::BMS1	FALSE	0	0.25	0	0.75
PAWR::PPP1R12A	FALSE	0	0.0454545454545455	0	0.954545454545455
PAX8::PPARG	TRUE	0	0.8	0	0.2
PCAT18::KCTD1	FALSE	0	0.278745644599303	0	0.721254355400697
PDE4D::PPAP2A	FALSE	0	0.333333333333333	0	0.666666666666667
PFKFB3::RP11-563J2.2	FALSE	0	0.0099009900990099	0	0.99009900990099
PHLDB1::ARCN1	FALSE	0	1	0	0
pk::RAPGEF4	FALSE	0	0.2	0	0.8
PLXND1::TMCC1	TRUE	0	0.333333333333333	0	0.666666666666667
PML::RARA	TRUE	0	0.818181818181818	0	0.181818181818182
POLR1A::REEP1	FALSE	0	0.210526315789474	0	0.789473684210526
PPARG::PAX8	FALSE	0	0.666666666666667	0	0.333333333333333
PPFIA1::ANO1	FALSE	0	0.3	0	0.7
PPP1R12C::PPP6R1	FALSE	0	0.0666666666666667	0	0.933333333333333
PRCC::TFE3	TRUE	0	1	0	0
PRRC2B::NUP214	FALSE	0	0.307692307692308	0	0.692307692307692
PTPN1::LINC01270	FALSE	0	0.333333333333333	0	0.666666666666667
PTPN12::RSBN1L	FALSE	0	0.191489361702128	0	0.808510638297872
PTPN2::RP11-773H22.4	FALSE	0	0.666666666666667	0	0.333333333333333
PTPRF::ST3GAL3	FALSE	0	0.166666666666667	0	0.833333333333333
PTPRK::RSPO3	TRUE	0	0.769230769230769	0	0.230769230769231
PVT1::MYC	FALSE	0	0.1875	0.03125	0.78125
RAB30::PRCP	FALSE	0	0.04	0	0.96
RALA::YAE1D1	FALSE	0	0.25	0	0.75
RAPGEF5::STEAP1B	FALSE	0	0.0833333333333333	0	0.916666666666667
RARA::PML	FALSE	0	0.833333333333333	0	0.166666666666667
RBM10::SSX5	FALSE	0	0.8	0	0.2
RMND5A::AC083899.3	FALSE	0	0.024704065877509	0	0.975295934122491
RNF138::RNF125	FALSE	0	0.3125	0	0.6875
RNF4::WHSC1	FALSE	0	0.111111111111111	0	0.888888888888889
RP11-109J4.1::ATP10B	FALSE	0	0	0	1
RP11-10A14.5::RP11-115J16.1	FALSE	0	0.0384615384615385	0	0.961538461538462
RP11-206M11.7::TM4SF1-AS1	FALSE	0	0.0841121495327103	0	0.91588785046729
RP11-230B22.1::ATG4C	FALSE	0	0.019047619047619	0	0.980952380952381
RP11-274B21.1::METTL2B	FALSE	0	0.285714285714286	0	0.714285714285714
RP11-340A13.1::RP11-506N2.1	FALSE	0	0.0235294117647059	0	0.976470588235294
RP11-367G6.3::FAM65B	FALSE	0	0.0716723549488055	0	0.928327645051195
